"PG",62.69,"6/11/2007","09:32.06",-0.38,62.80,62.69,62.61,154357
"CAT",78.10,"6/11/2007","09:32.07",-0.42,78.32,78.10,77.99,189079
"MO",70.22,"6/11/2007","09:32.09",-0.08,70.25,70.30,70.22,401514
"AXP",62.46,"6/11/2007","09:32.10",-0.58,62.79,62.46,62.38,870695
"MRK",49.86,"6/11/2007","09:32.10",-0.28,50.30,49.86,49.66,1326033
"AA",39.38,"6/11/2007","09:32.11",-0.28,39.67,39.38,39.31,114244
"MMM",85.68,"6/11/2007","09:32.11",-0.26,85.94,85.75,85.68,171252
"MCD",50.94,"6/11/2007","09:32.11",-0.47,51.47,50.94,50.80,125892
"JNJ",62.16,"6/11/2007","09:32.13",0.03,62.89,62.16,62.08,293344
"DD",50.66,"6/11/2007","09:32.13",-0.47,51.13,50.66,50.60,41947
"XOM",82.58,"6/11/2007","09:32.14",-0.10,82.68,82.64,82.58,269984
"MSFT",29.98,"6/11/2007","09:32.16",-0.07,30.05,29.98,29.95,5130479
"HPQ",45.68,"6/11/2007","09:32.16",-0.02,45.80,45.68,45.59,189893
"HON",57.07,"6/11/2007","09:32.16",-0.31,57.25,57.07,57.02,120549
"AIG",71.31,"6/11/2007","09:32.16",-0.22,71.29,71.31,71.26,119526
"MRK",49.87,"6/11/2007","09:32.17",-0.27,50.30,49.87,49.66,1329906
"GE",37.17,"6/11/2007","09:32.18",-0.15,37.07,37.17,37.12,374619
"JPM",50.29,"6/11/2007","09:32.18",-0.12,50.41,50.29,50.25,249072
"UTX",69.75,"6/11/2007","09:32.18",-0.48,69.85,69.75,69.71,118842
"CAT",78.11,"6/11/2007","09:32.19",-0.41,78.32,78.11,77.99,190949
"VZ",42.85,"6/11/2007","09:32.20",-0.22,42.95,42.85,42.78,166759
"T",39.95,"6/11/2007","09:32.21",-0.31,40.20,39.95,39.87,594568
"DIS",34.12,"6/11/2007","09:32.21",-0.08,34.28,34.12,34.04,145472
"WMT",49.83,"6/11/2007","09:32.21",-0.25,49.90,49.87,49.83,542518
"PFE",26.35,"6/11/2007","09:32.21",-0.17,26.50,26.35,26.31,592601
"C",53.03,"6/11/2007","09:32.21",-0.30,53.20,53.03,52.99,191539
"MCD",50.95,"6/11/2007","09:32.21",-0.46,51.47,50.95,50.80,128448
"PG",62.70,"6/11/2007","09:32.22",-0.37,62.80,62.70,62.61,163703
"MRK",49.88,"6/11/2007","09:32.23",-0.26,50.30,49.88,49.66,1333226
"MO",70.21,"6/11/2007","09:32.26",-0.09,70.25,70.30,70.21,406643
"AXP",62.47,"6/11/2007","09:32.28",-0.57,62.79,62.47,62.38,875728
"MRK",49.89,"6/11/2007","09:32.30",-0.25,50.30,49.89,49.66,1337099
"IBM",102.82,"6/11/2007","09:32.31",-0.25,102.87,102.82,102.77,113059
"JNJ",62.17,"6/11/2007","09:32.31",0.04,62.89,62.17,62.08,298750
"GM",31.47,"6/11/2007","09:32.31",0.47,31.00,31.50,31.47,403104
"MMM",85.67,"6/11/2007","09:32.31",-0.27,85.94,85.75,85.67,173565
"HD",37.65,"6/11/2007","09:32.31",-0.30,37.78,37.65,37.62,167013
"CAT",78.12,"6/11/2007","09:32.31",-0.40,78.32,78.12,77.99,192820
"MCD",50.96,"6/11/2007","09:32.31",-0.45,51.47,50.96,50.80,131005
"HPQ",45.69,"6/11/2007","09:32.32",-0.01,45.80,45.69,45.59,197986
"AA",39.39,"6/11/2007","09:32.33",-0.27,39.67,39.39,39.31,120734
"MRK",49.90,"6/11/2007","09:32.36",-0.24,50.30,49.90,49.66,1340419
"DD",50.67,"6/11/2007","09:32.37",-0.46,51.13,50.67,50.60,47757
"PG",62.71,"6/11/2007","09:32.39",-0.36,62.80,62.71,62.61,173634
"T",39.96,"6/11/2007","09:32.40",-0.30,40.20,39.96,39.87,606139
"DIS",34.13,"6/11/2007","09:32.40",-0.07,34.28,34.13,34.04,150913
"MCD",50.97,"6/11/2007","09:32.40",-0.44,51.47,50.97,50.80,133306
"XOM",82.57,"6/11/2007","09:32.41",-0.11,82.68,82.64,82.57,295217
"VZ",42.86,"6/11/2007","09:32.41",-0.21,42.95,42.86,42.78,173878
"MO",70.20,"6/11/2007","09:32.43",-0.10,70.25,70.30,70.20,411771
"MRK",49.91,"6/11/2007","09:32.43",-0.23,50.30,49.91,49.66,1344293
"CAT",78.13,"6/11/2007","09:32.43",-0.39,78.32,78.13,77.99,194690
"HON",57.08,"6/11/2007","09:32.46",-0.30,57.25,57.08,57.02,122479
"AIG",71.32,"6/11/2007","09:32.46",-0.21,71.29,71.32,71.26,129701
"AXP",62.48,"6/11/2007","09:32.47",-0.56,62.79,62.48,62.38,881040
"JNJ",62.18,"6/11/2007","09:32.48",0.05,62.89,62.18,62.08,303855
"HPQ",45.70,"6/11/2007","09:32.49",0.00,45.80,45.70,45.59,206585
"MRK",49.92,"6/11/2007","09:32.49",-0.22,50.30,49.92,49.66,1347613
"MCD",50.98,"6/11/2007","09:32.50",-0.43,51.47,50.98,50.80,135863
"MMM",85.66,"6/11/2007","09:32.51",-0.28,85.94,85.75,85.66,175878
"GE",37.18,"6/11/2007","09:32.52",-0.14,37.07,37.18,37.12,423579
"JPM",50.30,"6/11/2007","09:32.52",-0.11,50.41,50.30,50.25,264698
"UTX",69.76,"6/11/2007","09:32.52",-0.47,69.85,69.76,69.71,124211
"AA",39.40,"6/11/2007","09:32.55",-0.26,39.67,39.40,39.31,127224
"CAT",78.14,"6/11/2007","09:32.55",-0.38,78.32,78.14,77.99,196561
"PG",62.72,"6/11/2007","09:32.56",-0.35,62.80,62.72,62.61,183564
"MRK",49.93,"6/11/2007","09:32.56",-0.21,50.30,49.93,49.66,1351486
"T",39.97,"6/11/2007","09:32.59",-0.29,40.20,39.97,39.87,617710
"DIS",34.14,"6/11/2007","09:32.59",-0.06,34.28,34.14,34.04,156353
"MCD",50.99,"6/11/2007","09:32.60",-0.42,51.47,50.99,50.80,138419
"WMT",49.82,"6/11/2007","09:33.01",-0.26,49.90,49.87,49.82,566935
"PFE",26.36,"6/11/2007","09:33.01",-0.16,26.50,26.36,26.31,636984
"MO",70.19,"6/11/2007","09:33.01",-0.11,70.25,70.30,70.19,417201
"C",53.04,"6/11/2007","09:33.01",-0.29,53.20,53.04,52.99,222473
"DD",50.68,"6/11/2007","09:33.01",-0.45,51.13,50.68,50.60,53567
"MRK",49.94,"6/11/2007","09:33.02",-0.20,50.30,49.94,49.66,1354806
"VZ",42.87,"6/11/2007","09:33.03",-0.20,42.95,42.87,42.78,181336
"IBM",102.83,"6/11/2007","09:33.04",-0.24,102.87,102.83,102.77,121617
"AXP",62.49,"6/11/2007","09:33.05",-0.55,62.79,62.49,62.38,886072
"MSFT",29.99,"6/11/2007","09:33.06",-0.06,30.05,29.99,29.95,5229289
"HPQ",45.71,"6/11/2007","09:33.06",0.01,45.80,45.71,45.59,215184
"JNJ",62.19,"6/11/2007","09:33.06",0.06,62.89,62.19,62.08,309261
"XOM",82.56,"6/11/2007","09:33.07",-0.12,82.68,82.64,82.56,319517
"CAT",78.15,"6/11/2007","09:33.07",-0.37,78.32,78.15,77.99,198432
"MRK",49.95,"6/11/2007","09:33.09",-0.19,50.30,49.95,49.66,1358679
"MCD",51.00,"6/11/2007","09:33.09",-0.41,51.47,51.00,50.80,140720
"MMM",85.65,"6/11/2007","09:33.11",-0.29,85.94,85.75,85.65,178192
"PG",62.73,"6/11/2007","09:33.12",-0.34,62.80,62.73,62.61,192911
"MRK",49.96,"6/11/2007","09:33.15",-0.18,50.30,49.96,49.66,1361999
"HON",57.09,"6/11/2007","09:33.16",-0.29,57.25,57.09,57.02,124409
"AIG",71.33,"6/11/2007","09:33.16",-0.20,71.29,71.33,71.26,139876
"AA",39.41,"6/11/2007","09:33.17",-0.25,39.67,39.41,39.31,133714
"T",39.98,"6/11/2007","09:33.17",-0.28,40.20,39.98,39.87,628672
"DIS",34.15,"6/11/2007","09:33.17",-0.05,34.28,34.15,34.04,161507
"MO",70.18,"6/11/2007","09:33.18",-0.12,70.25,70.30,70.18,422329
"CAT",78.16,"6/11/2007","09:33.19",-0.36,78.32,78.16,77.99,200302
"MCD",51.01,"6/11/2007","09:33.19",-0.40,51.47,51.01,50.80,143277
"HPQ",45.72,"6/11/2007","09:33.22",0.02,45.80,45.72,45.59,223278
"MRK",49.97,"6/11/2007","09:33.22",-0.17,50.30,49.97,49.66,1365873
"JNJ",62.20,"6/11/2007","09:33.23",0.07,62.89,62.20,62.08,314367
"VZ",42.88,"6/11/2007","09:33.24",-0.19,42.95,42.88,42.78,188455
"AXP",62.50,"6/11/2007","09:33.24",-0.54,62.79,62.50,62.38,891384
"DD",50.69,"6/11/2007","09:33.25",-0.44,51.13,50.69,50.60,59377
"GE",37.19,"6/11/2007","09:33.26",-0.13,37.07,37.19,37.12,472539
"JPM",50.31,"6/11/2007","09:33.26",-0.10,50.41,50.31,50.25,280324
"UTX",69.77,"6/11/2007","09:33.26",-0.46,69.85,69.77,69.71,129580
"MRK",49.98,"6/11/2007","09:33.28",-0.16,50.30,49.98,49.66,1369193
"PG",62.74,"6/11/2007","09:33.29",-0.33,62.80,62.74,62.61,202842
"MCD",51.02,"6/11/2007","09:33.29",-0.39,51.47,51.02,50.80,145834
"GM",31.46,"6/11/2007","09:33.31",0.46,31.00,31.50,31.46,492767
"MMM",85.64,"6/11/2007","09:33.31",-0.30,85.94,85.75,85.64,180505
"HD",37.66,"6/11/2007","09:33.31",-0.29,37.78,37.66,37.62,187693
"CAT",78.17,"6/11/2007","09:33.31",-0.35,78.32,78.17,77.99,202173
"XOM",82.55,"6/11/2007","09:33.34",-0.13,82.68,82.64,82.55,344750
"MO",70.17,"6/11/2007","09:33.35",-0.13,70.25,70.30,70.17,427458
"MRK",49.99,"6/11/2007","09:33.35",-0.15,50.30,49.99,49.66,1373066
"T",39.99,"6/11/2007","09:33.36",-0.27,40.20,39.99,39.87,640243
"DIS",34.16,"6/11/2007","09:33.36",-0.04,34.28,34.16,34.04,166947
"IBM",102.84,"6/11/2007","09:33.37",-0.23,102.87,102.84,102.77,130175
"MCD",51.03,"6/11/2007","09:33.38",-0.38,51.47,51.03,50.80,148135
"AA",39.42,"6/11/2007","09:33.39",-0.24,39.67,39.42,39.31,140204
"HPQ",45.73,"6/11/2007","09:33.39",0.03,45.80,45.73,45.59,231877
"JNJ",62.21,"6/11/2007","09:33.41",0.08,62.89,62.21,62.08,319773
"WMT",49.81,"6/11/2007","09:33.41",-0.27,49.90,49.87,49.81,591352
"PFE",26.37,"6/11/2007","09:33.41",-0.15,26.50,26.37,26.31,681367
"C",53.05,"6/11/2007","09:33.41",-0.28,53.20,53.05,52.99,253406
"MRK",50.00,"6/11/2007","09:33.41",-0.14,50.30,50.00,49.66,1376386
"AXP",62.51,"6/11/2007","09:33.42",-0.53,62.79,62.51,62.38,896417
"CAT",78.18,"6/11/2007","09:33.43",-0.34,78.32,78.18,77.99,204043
"KO",51.65,"6/11/2007","09:33.46",-0.02,51.67,51.65,51.63,3974184
"PG",62.75,"6/11/2007","09:33.46",-0.32,62.80,62.75,62.61,212772
"HON",57.10,"6/11/2007","09:33.46",-0.28,57.25,57.10,57.02,126339
"VZ",42.89,"6/11/2007","09:33.46",-0.18,42.95,42.89,42.78,195913
"AIG",71.34,"6/11/2007","09:33.46",-0.19,71.29,71.34,71.26,150051
"MRK",50.01,"6/11/2007","09:33.48",-0.13,50.30,50.01,49.66,1380259
"MCD",51.04,"6/11/2007","09:33.48",-0.37,51.47,51.04,50.80,150691
"DD",50.70,"6/11/2007","09:33.49",-0.43,51.13,50.70,50.60,65187
"MMM",85.63,"6/11/2007","09:33.51",-0.31,85.94,85.75,85.63,182818
